job_name,expected_code,expected_name
陕西安达实业招聘氩弧焊工,6-18-02-04,焊工
院长办公室网络信息主管,4-04-04-01,信息通信网络运行管理员S
院长助理,3-01-01-01,行政办事员
陶瓷包装工,6-15-05-04,陶瓷装饰工
陶瓷调色技术员,6-15-05-04,陶瓷装饰工
陶瓷销售经理代表销售成本会计采购门店店长,2-06-07-15,招标采购专业人员
随车吊司机，操作人,6-30-05-01,起重装卸机械操作工
隽森招聘水/空/陆运操作,6-28-02-07,风机操作工
雅思托福老师,5-05-06-05,竹藤师
雅思教学主管,2-08-02-04,小学教师
雅致新产品-区域经理 (MJ000008),2-06-07-02,市场营销专业人员
雅诗兰黛-美容顾问 - 深圳 ID112474,4-10-03-01,美容师
雅诺达装饰招聘服务员,4-99-00-00,其他社会生产服务和生活服务人员
集团人事行政总监,2-06-08-01,人力资源管理专业人员
集团外贸总监,1-04-00-00,人民团体和群众团体、社会组织及其他成员组织负责人
集团法务管理,2-07-09-00,法律顾问
集团管培生（北京岗位+五险一金）,2-00-00-00,专业技术人员
集团自媒体平台运营&编辑,4-13-01-05,全媒体运营师S
集团财务总监,2-06-03-00,会计专业人员
集团财务经理,2-06-03-00,会计专业人员
集成电路工程（台州）,2-02-38-09,集成电路工程技术人员S
集成电路工程（湖州）,2-02-38-09,集成电路工程技术人员S
集装箱冷箱PTI维修,6-31-01-00,机械设备修理人员
雨花区急招美容师/全白班/社保公积金,4-10-03-01,美容师
雪雁针纺招聘裁剪工,6-05-01-02,裁剪工
零售代表,4-01-00-00,批发与零售服务人员
零售代表（六险一金+年终奖+双休）,4-01-02-00,销售人员
零售商品运营经理,4-01-06-01,电子商务师S
零售店长,4-01-02-00,销售人员
零售督导,4-01-00-00,批发与零售服务人员
零售研发应用经理（五险一金+双休+年终奖）,2-02-10-01,通信工程技术人员S
零售金融部综合助理岗（派遣）,2-06-09-06,公司金融顾问
零售销售代表-临沂,4-01-02-03,商品营业员
零售销售代表-盘锦,4-01-02-03,商品营业员
零活,6-22-01-03,汽车零部件再制造工L
零陵区觅糖烘焙坊招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
雷达数据处理及算法开发工程师,2-02-09-03,雷达导航工程技术人员S
需求分析/产品经理,4-07-02-05,商务数据分析师S
需求分析师,4-07-02-05,商务数据分析师S
需求分析师-武汉洪山,4-07-02-05,商务数据分析师S
需要电商实习生，有培训，成长快,4-01-06-00,电子商务服务人员
霞浦县莱福牛餐饮...招聘服务员,4-03-02-05,餐厅服务员
青凝生鲜招聘服务员,4-03-02-05,餐厅服务员
青出于蓝招聘收银,4-01-02-04,收银员
青少年体适能教练,4-14-05-01,社会体育指导员
青少年心理咨询师,2-07-11-03,心理咨询师
青少年教官主管,2-08-03-00,幼儿园教师
青少年足球教练,4-14-05-01,社会体育指导员
青岛分公司-财富客户部-理财经理,2-06-09-06,公司金融顾问
青岛市北悦荟广场必胜客 储备经理,4-07-06-03,市场管理员
青岛必胜客餐厅兼职服务员(J306229),4-03-02-05,餐厅服务员
青岛拓见招聘叉车工,6-30-05-01,起重装卸机械操作工
青岛汗沽建材招聘油漆工,6-29-04-01,装饰装修工
青岛瑞山招聘车工,6-18-01-01,车工
青岛石化检修安装工程招聘电工,6-31-01-03,电工
青海省区经理,1-06-01-02,企业经理
青田暧玛家母婴护...招聘后厨,4-03-02-01,中式烹调师
青白江区铂尚亿门...招聘切割工,6-18-02-05,机械加工材料切割工
靖伟汽修招聘车工,6-18-01-01,车工
静设备工程师,2-02-08-08,机载设备设计制造工程技术人员
非全日制药师,2-05-06-01,药师
非常着急缺一名搭子（来了就要）,2-05-08-03,急诊护士
非标机械设计员,2-02-07-01,机械设计工程技术人员
非标机械设计工程师,2-02-07-01,机械设计工程技术人员
非标自动化机械工程师,2-02-07-07,自动控制工程技术人员S
非标自动化机械设计工程师,2-02-07-01,机械设计工程技术人员
非标自动化设备电气装配调机人员,6-29-03-02,电气设备安装工
非标设备设计机电一体化工程师,2-02-11-01,电工电器工程技术人员
非标设备销售经理,2-06-07-02,市场营销专业人员
非流水线、体检免费，零押金入职、住宿4人间+独卫，薪资7000+,6-00-00-00,生产制造及有关人员
非金属研发工程师,6-17-09-02,金属轧制工
非销售类客服/文员,4-04-05-03,呼叫中心服务员
面大侠招聘后厨,4-03-02-01,中式烹调师
面料检验成品,6-04-99-00,其他纺织、针织、印染人员
面料采购,4-01-01-00,采购员
面粉厂维修电工,6-31-01-03,电工
面试官人事专员,2-06-04-00,审计专业人员
面试通过提供住宿！/招聘投资顾问/五险一金,4-05-05-02,资产管理师
面销/六险一金/双休/销售精英,2-06-07-02,市场营销专业人员
面销销售,4-01-02-03,商品营业员
鞋服贸易跟单员,4-01-02-00,销售人员
鞍山兴德招聘电工,6-31-01-03,电工
韦海工艺招聘木工,6-06-03-01,手工木工
韩城鑫招聘切割工,6-18-02-05,机械加工材料切割工
韩语专员,2-06-12-01,专利代理专业人员
韩语助理,4-14-04-04,社群健康助理员
韩语实习生,4-13-01-08,手语翻译
韩语客服,4-04-05-03,呼叫中心服务员
韩语翻译,2-10-05-00,翻译
韩语老师,4-14-03-05,听觉口语师
韩语销售,2-06-07-01,国际商务专业人员
音乐推广专员,4-13-01-05,全媒体运营师S
音乐教师,2-08-99-00,其他教学人员
音响安装,4-13-02-06,音响调音员
音响技术工程师,2-02-38-00,数字技术工程技术人员
音响电子硬件工程师,2-02-09-05,广播视听设备工程技术人员S
音视频开发工程师,2-09-04-02,音像师
音频主持不出脸,2-10-04-00,播音员及节目主持人
音频师,2-09-04-02,音像师
韵悦茶招聘奶茶店店员,4-03-02-10,调饮师
顶峰食品招聘餐饮学徒,4-03-02-05,餐厅服务员
顶级社区项目：城市负责人/城市经理,1-06-01-02,企业经理
项目AE,2-02-30-04,项目管理工程技术人员
项目专员,2-06-03-00,会计专业人员
项目专员(经理),2-02-30-04,项目管理工程技术人员
项目主策,2-10-04-02,节目主持人
项目主管,2-10-04-02,节目主持人
项目主美,2-09-01-08,舞美设计
项目交付经理,2-02-30-04,项目管理工程技术人员
项目公司总经理,2-02-30-04,项目管理工程技术人员
项目出纳员,2-06-03-00,会计专业人员
项目前期负责人（湖北）,1-04-01-01,工会负责人
项目助理,2-02-30-04,项目管理工程技术人员
项目助理工程师,2-02-30-04,项目管理工程技术人员
项目助理文员,3-01-02-05,打字员
项目合伙人,2-09-06-03,动画设计人员
项目实施经理（智慧交通）,2-02-30-04,项目管理工程技术人员
项目客户经理,4-07-02-03,客户服务管理员
项目对接专员,2-06-12-03,专利管理专业人员
项目工程师,2-02-30-04,项目管理工程技术人员
项目工程师/助理工程师,2-05-07-06,卫生工程技师
项目工程师/项目经理,2-02-30-04,项目管理工程技术人员
项目工程师—工业自动化设备认证,2-02-07-07,自动控制工程技术人员S
项目工程师（橡胶材料）,2-02-19-03,无机非金属材料工程技术人员
项目工程师（销售岗位）,2-06-07-02,市场营销专业人员
项目总工,6-11-01-03,化工总控工S
项目总监,2-07-01-00,监察人员
项目总经理,1-06-01-02,企业经理
项目执行人,2-02-30-04,项目管理工程技术人员
项目接待,2-02-30-04,项目管理工程技术人员
项目推广经理,2-06-07-04,品牌专业人员
项目文员（前台办公）,3-01-02-05,打字员
项目申报专员,2-10-07-00,档案专业人员
项目监理,2-02-30-04,项目管理工程技术人员
项目研发助理,2-01-09-00,管理学研究人员
项目社工,2-07-11-01,社会工作者
项目租售经理,2-02-30-04,项目管理工程技术人员
项目策划，股权融资,2-06-09-06,公司金融顾问
项目管理,2-02-30-04,项目管理工程技术人员
项目管理专员,2-06-12-03,专利管理专业人员
项目管理专员/工程师,2-02-30-04,项目管理工程技术人员
项目管理员【国网】,3-01-04-02,城市管理网格员
项目管理工程师,2-02-30-04,项目管理工程技术人员
项目经理,2-02-30-04,项目管理工程技术人员
项目经理(PM)(J10001),2-02-30-04,项目管理工程技术人员
项目经理--贵州惠水、长顺,2-02-30-04,项目管理工程技术人员
项目经理/主管,2-02-30-04,项目管理工程技术人员
项目经理、市政施工,2-02-18-01,建筑和市政设计工程技术人员L
项目经理、项目经理助理、资料员、结算员等,2-02-30-04,项目管理工程技术人员
项目经理以及技术总工五大员,2-02-30-04,项目管理工程技术人员
项目经理（A客户）,4-07-02-03,客户服务管理员
项目经理（保理公司）,2-02-30-04,项目管理工程技术人员
项目经理（基因检测项目）,2-02-32-02,生物工程技术人员
项目经理（工作地点沈阳大东区）,2-02-30-04,项目管理工程技术人员
项目经理（微网及综合能源监控系统方向）,2-02-30-06,能源管理工程技术人员L
项目经理（施工单位）,2-02-18-02,土木建筑工程技术人员
项目经理（智慧消防方向）,2-02-18-02,土木建筑工程技术人员
项目经理（洁净厂房）,2-06-07-02,市场营销专业人员
项目经理（电力）,2-02-12-00,电力工程技术人员
项目经理（电气主管工程师）,2-02-11-00,电气工程技术人员
项目经理（福州市区）,2-02-30-04,项目管理工程技术人员
项目经理（装修）,6-29-04-01,装饰装修工
项目经理（高端卖场）,2-02-30-04,项目管理工程技术人员
项目讲解员,4-13-01-03,讲解员
项目负责人,1-04-01-01,工会负责人
项目销售经理,2-06-07-02,市场营销专业人员
项目高级管理工程师,2-02-30-04,项目管理工程技术人员
顺丰储备转运中心厂长,6-10-01-10,油品储运工
顺丰快运乐平集配站招聘物流经理,2-02-30-02,物流工程技术人员L/S
顺丰快递员,4-02-07-08,快递员
顺丰速运招聘安检员,4-07-05-02,安检员
顺丰速运招聘快递员,4-02-07-08,快递员
顺丰速运招聘物流专员,4-02-06-03,物流服务师L
顺子网吧招聘店员/营业员,4-14-05-04,康乐服务员
顺安运输招聘押运员,4-02-02-04,道路货运业务员
顺安集团招聘水电工,6-31-01-10,机电设备维修工
顺德混日子170/天包住+可短期,6-15-01-06,预拌混凝土生产工
顺德物流均安20/h可借支,4-02-07-08,快递员
顺心捷达招聘叉车工,6-30-05-01,起重装卸机械操作工
顺祥玺庭酒店招聘保安,4-07-05-01,保安员
顺鑫招聘服务员,4-03-02-05,餐厅服务员
顾问,2-00-00-00,专业技术人员
顾问会计,2-06-03-00,会计专业人员
预制菜业务员,2-06-07-03,商务策划专业人员
预制菜销售,4-01-02-03,商品营业员
预定专员,2-06-12-01,专利代理专业人员
预定票务,4-02-05-02,客运售票员
预算会计,2-06-03-00,会计专业人员
预算员,2-06-10-01,精算专业人员
预算员/造价员,2-02-30-10,工程造价工程技术人员
预算师造价工程师,2-02-30-10,工程造价工程技术人员
预算经理,1-06-01-02,企业经理
预结算副经理（园林景观）,2-02-18-03,风景园林工程技术人员L
预结算员（工装）,6-25-03-00,计算机及外部设备装配调试员
领班,4-00-00-00,社会生产服务和生活服务人员
领班主管,4-00-00-00,社会生产服务和生活服务人员
颐康站管理员,4-02-07-11,快递站点管理师
风华高科电子工程公司总经理(J10958),2-02-09-00,电子工程技术人员
风控/信审专员,2-06-09-04,信贷审核专业人员
风控专员,4-07-02-01,风险管理师
风控专员月收入六千-九千,4-07-02-01,风险管理师
风控总监,4-07-02-01,风险管理师
风控政策经理（贷中）,4-07-02-01,风险管理师
风控管理岗,4-07-02-01,风险管理师
风控部法务岗,2-07-09-00,法律顾问
风浪越大采耳越赚钱 花不完根本花不完,4-10-04-02,保健按摩师
风电运维工程师,6-28-01-12,风力发电运维值班员L
风险经理-金华分行(J10341),4-07-02-01,风险管理师
飞翼世通招聘店员/营业员,4-01-02-03,商品营业员
飞鸿达海运招聘运输经理/主管,2-02-15-08,道路交通工程技术人员
食品/制剂研发（朝九晚五+食宿+独立厂区）,6-02-05-03,食醋制作工
食品保健品生产,6-02-00-00,食品、饮料生产加工人员
食品化验员,6-31-03-05,质检员
食品厂厂长,6-02-00-00,食品、饮料生产加工人员
食品厂家+新零售BD渠道经理+综合薪资7-10K+五险+就近分配,2-06-07-04,品牌专业人员
食品厂车间主任,6-02-00-00,食品、饮料生产加工人员
食品原料销售经理（东营）,6-02-00-00,食品、饮料生产加工人员
食品城物业客服+五险一金,4-04-05-03,呼叫中心服务员
食品实验室报告审核员 (MJ000375),6-31-03-05,质检员
食品有机工程师,2-02-24-00,食品工程技术人员
食品检测技术员,4-03-02-11,食品安全管理师
食品检验员,4-03-02-11,食品安全管理师
食品生产主任,6-02-00-00,食品、饮料生产加工人员
食品研发工程师,2-02-24-00,食品工程技术人员
食品车间主任,6-02-03-01,米面主食制作工
食堂厨师,4-03-02-01,中式烹调师
食堂厨师长,4-03-02-01,中式烹调师
食尚招聘凉菜厨师,4-03-02-01,中式烹调师
餐厅主管,2-02-30-03,战略规划与管理工程技术人员
餐厅助理,4-03-02-05,餐厅服务员
餐厅服务员,4-03-02-05,餐厅服务员
餐厅服务员-保底5100+社保公积金,4-03-02-05,餐厅服务员
餐厅经理,2-06-07-02,市场营销专业人员
餐厅见习助理,4-03-02-05,餐厅服务员
餐厅见习经理,2-06-07-02,市场营销专业人员
餐厅运营主管,2-06-07-02,市场营销专业人员
餐厅领班,2-06-07-02,市场营销专业人员
餐厅领班/主管,2-06-07-02,市场营销专业人员
餐饮/酒店渠道销售,2-06-07-02,市场营销专业人员
餐饮主管,4-03-02-05,餐厅服务员
餐饮会计,2-06-03-00,会计专业人员
餐饮储备干部,4-03-02-05,餐厅服务员
餐饮兼职服务员,4-03-02-05,餐厅服务员
餐饮切配,4-03-02-05,餐厅服务员
餐饮前厅经理,4-03-01-01,前厅服务员
餐饮前厅经理/领班,4-03-01-01,前厅服务员
餐饮前厅经理8000,4-03-01-01,前厅服务员
餐饮前厅领班,4-03-02-05,餐厅服务员
餐饮厨师,4-03-02-01,中式烹调师
餐饮厨师长,4-03-02-01,中式烹调师
餐饮后厨,4-03-02-01,中式烹调师
餐饮品牌运营经理,2-06-07-04,品牌专业人员
餐饮大堂经理,4-03-01-01,前厅服务员
餐饮店助理（值班经理）,4-03-02-05,餐厅服务员
餐饮店长,2-02-30-03,战略规划与管理工程技术人员
餐饮店长-广州-台湾人,2-02-30-03,战略规划与管理工程技术人员
餐饮招商经理,2-06-07-03,商务策划专业人员
餐饮接待,4-03-02-05,餐厅服务员
餐饮收银员,4-01-02-04,收银员
餐饮服务员,4-03-02-05,餐厅服务员
餐饮服务员 传菜员,4-03-02-05,餐厅服务员
餐饮楼面经理,2-06-07-02,市场营销专业人员
餐饮渠道区域经理,2-06-07-02,市场营销专业人员
餐饮渠道销售,2-06-07-02,市场营销专业人员
餐饮监管,2-06-07-02,市场营销专业人员
餐饮管理员（国企）,2-02-30-03,战略规划与管理工程技术人员
餐饮经理,2-02-30-03,战略规划与管理工程技术人员
餐饮菜品经理,4-03-02-01,中式烹调师
餐饮营运总监,2-06-07-02,市场营销专业人员
餐饮见习经理（安陆）,4-03-02-05,餐厅服务员
餐饮财务经理,2-06-03-00,会计专业人员
餐饮迎宾,4-03-02-05,餐厅服务员
餐饮运营助理,2-06-07-04,品牌专业人员
餐饮运营督导（深圳）,2-06-07-04,品牌专业人员
餐饮运营经理,2-06-07-04,品牌专业人员
餐饮运营顾问,2-06-07-04,品牌专业人员
餐饮门店店长,2-02-30-03,战略规划与管理工程技术人员
餐饮门迎,4-03-02-05,餐厅服务员
餐饮项目文员,3-01-02-05,打字员
餐饮领班,4-03-02-05,餐厅服务员
餐饮领班主管,4-03-02-05,餐厅服务员
饭店前厅经理,4-03-01-01,前厅服务员
饮品店店长,2-02-30-03,战略规划与管理工程技术人员
饮品销售代表（河北、河东区域）,4-01-02-01,营销员
饮料业务员（横峰）,4-01-02-03,商品营业员
饮料促销员1W+ 包住宿,4-01-02-03,商品营业员
饮料试喝促销专员(无试用期）上饶,4-01-02-03,商品营业员
饲养员,5-03-02-00,畜禽饲养人员
饲养员（急招）,5-03-02-00,畜禽饲养人员
饲料工程交付经理,6-01-02-00,饲料加工工
饲料渠道代理商销售,4-01-05-01,农产品购销员
饲料销售经理,2-06-07-02,市场营销专业人员
饲料销售经理-福建,2-06-07-02,市场营销专业人员
饲料预混料销售业务经理,4-01-05-01,农产品购销员
饲草电话销售,4-01-05-01,农产品购销员
饿了么招聘物流经理,2-02-30-02,物流工程技术人员L/S
首席设计师,4-08-08-00,专业化设计服务人员
首航连锁超市理货员9小时,4-02-06-02,理货员
香港置地上海-HR Office,2-06-08-02,人力资源服务专业人员
香米先生招聘收银,4-01-02-04,收银员
马关益禾堂奶茶店招聘奶茶店店员,4-03-02-10,调饮师
马头琴老师,4-08-08-25,斫琴师
马术教练,4-14-05-01,社会体育指导员
马术教练-博华马汇,4-14-05-01,社会体育指导员
马栏山销售+五险一金+下午茶+团建+年终奖,4-01-02-00,销售人员
马瑞小小河边鱼餐饮店招聘洗碗工,4-03-02-05,餐厅服务员
马鞍山市育腾办公...招聘店员/营业员,4-01-02-03,商品营业员
马鞍山市花山区诺...招聘店员/营业员,4-01-02-03,商品营业员
驰诚广告招聘焊工,6-18-02-04,焊工
驱动开发工程师(行业IPC),4-07-03-01,职业指导师
驻4S店汽车质保顾问,4-01-02-01,营销员
驻4S店贷款文员-大连,3-01-02-05,打字员
驻北京销售代表（转正交社保）,4-01-02-01,营销员
驻医院PCR实验室 实验员（内蒙/呼和浩特）,2-05-07-04,临床检验技师
驻厂管理员,4-07-06-03,市场管理员
驻地业务代表,4-07-01-01,租赁业务员
驻地医疗器械销售,4-01-02-01,营销员
驻地土建预算员,2-02-18-02,土木建筑工程技术人员
驻地销售人员,4-01-02-01,营销员
驻场经理,4-07-06-03,市场管理员
驻场运维工程师,4-04-04-01,信息通信网络运行管理员S
驻场项目经理,2-02-30-04,项目管理工程技术人员
驻外外贸会计 俄语,2-06-03-00,会计专业人员
驻外销售经理（高提成！）,2-06-07-01,国际商务专业人员
驻山东办销售主管（微生物检测产品/双休）,2-06-07-02,市场营销专业人员
驻工地现场设计师,2-02-18-02,土木建筑工程技术人员
驻店执业药师,2-05-06-01,药师
驻店骑手,4-10-08-01,网约配送员
驻校教官/辅导员,2-10-03-00,校对员
驻点PCR技术员-萧县,2-02-38-08,区块链工程技术人员S
驻非洲-道路实验工程师,2-02-15-08,道路交通工程技术人员
驻项目会计,2-06-03-00,会计专业人员
驾驶员,4-02-02-00,道路运输服务人员
驿站管理员,4-02-07-11,快递站点管理师
骄阳总部急聘销售/就近分配/免费住宿/高提成/有人带,4-01-02-00,销售人员
骄阳教育招聘保安,4-07-05-01,保安员
验光师,4-14-03-03,眼镜验光师
验光师眼科医生,4-14-03-03,眼镜验光师
验证工程师,2-02-38-09,集成电路工程技术人员S
验货员-质量工程师-Inspector,2-02-31-01,产品质量检验工程技术人员
骑上小电车工资翻三倍,4-02-07-08,快递员
骨外科医生,2-05-01-02,外科医师
骨科手术跟台（白银）,2-05-01-02,外科医师
高中任课老师（9门学科均招）,2-08-02-01,高级中学教师
高中俄语老师,2-08-02-01,高级中学教师
高中化学教师,2-08-02-01,高级中学教师
高中化学班课教师,2-08-02-01,高级中学教师
高中化学老师,2-08-02-01,高级中学教师
高中历史老师,2-08-02-01,高级中学教师
高中历史老师（武汉育才美术高级中学）,2-08-02-01,高级中学教师
高中各科目全职老师,2-08-02-01,高级中学教师
高中地理老师,2-08-02-01,高级中学教师
高中地理老师（应届生可报）,2-08-02-01,高级中学教师
高中心理教师,2-08-02-01,高级中学教师
高中政治教师,2-08-02-01,高级中学教师
高中政治老师,2-08-02-01,高级中学教师
高中教学老师,2-08-02-01,高级中学教师
高中教师（英语/数学/物理/地理/生物）(J36410),2-08-02-01,高级中学教师
高中数学教师,2-08-02-01,高级中学教师
高中数学教师（学科带头人）,2-08-02-01,高级中学教师
高中数学教师（非授课研究员）五险+餐补,2-08-02-01,高级中学教师
高中数学老师+五险一金+带薪年假,2-08-02-01,高级中学教师
高中数学（全日制）,2-08-02-01,高级中学教师
高中文科教师,2-08-02-01,高级中学教师
高中日语教师,2-08-02-01,高级中学教师
高中日语教师【运城】,2-08-02-01,高级中学教师
高中物理、化学老师（濮阳正大）,2-08-02-01,高级中学教师
高中物理教师,2-08-02-01,高级中学教师
高中物理老师,2-08-02-01,高级中学教师
高中生物教师,2-08-02-01,高级中学教师
高中生物教师全职/兼职,2-08-01-02,高等职业学校教师
高中生物老师,2-08-02-01,高级中学教师
高中生物老师（可兼职）,2-08-02-01,高级中学教师
高中艺考美术老师,2-08-02-01,高级中学教师
高中英语教师,2-08-02-01,高级中学教师
高中语文教师,2-08-02-01,高级中学教师
高中语文老师,2-08-02-01,高级中学教师
高中课程顾问,2-08-02-01,高级中学教师
高中雅思老师,2-08-02-01,高级中学教师
高二教师,2-08-02-01,高级中学教师
高低压配电柜工程师,2-02-12-02,供用电工程技术人员L
高保底2万+精准客户资源+提供住宿,4-07-02-03,客户服务管理员
高分子材料研发工程师,2-02-06-01,化工实验工程技术人员
高压电工（物业运维）,2-02-12-02,供用电工程技术人员L
高唐乐客咖啡店招聘咖啡师,4-03-02-08,咖啡师
高埗招送餐员月入9K+,4-10-08-01,网约配送员
高填充塑料项目工程师,6-14-02-00,塑料制品成型制作工
高密包吃住美容学徒/美容师,4-10-03-01,美容师
高尔夫助教,4-14-05-04,康乐服务员
高州市通顺电子科技招聘手机维修,4-12-03-02,家用电子产品维修工
高底薪商务BD,2-06-07-04,品牌专业人员
高德地图广告销售,4-01-02-01,营销员
高性能计算平台运维工程师,2-02-10-06,嵌入式系统设计工程技术人员S
高提成白酒渠道销售代表,4-01-02-01,营销员
高提成聘销售经理/兽药销售,2-06-07-02,市场营销专业人员
高收入直营司机,4-02-02-00,道路运输服务人员
高新万达女装导购,4-01-02-03,商品营业员
高新区金谷快餐店招聘餐饮学徒,4-03-02-00,餐饮服务人员
高新早9晚6月薪6千客服专员F,4-04-05-03,呼叫中心服务员
高新项目申请撰写专员,2-02-30-04,项目管理工程技术人员
高校实训产品经理,2-02-34-01,产品设计工程技术人员
高校教务处处长,2-08-01-00,高等学校教师
高校教师(讲师)-计算机、电气、工业机器人方向,2-08-01-00,高等学校教师
高校见习生护士,2-05-08-00,护理人员
高档餐厅服务员,4-03-02-05,餐厅服务员
高空车设备建材租赁业务,4-07-01-01,租赁业务员
高端主办会计,2-06-03-00,会计专业人员
高端住宅项目经理,2-02-30-04,项目管理工程技术人员
高端保姆（非中介）,4-10-01-06,家政服务员
高端保险经纪人,4-05-03-04,保险经纪人
高端儿童家庭成长陪伴师,4-13-04-03,家庭教育指导师
高端定制设计师(全屋定制事业部),4-08-08-07,室内装饰设计师
高端家庭急招保姆阿姨8千,4-10-01-06,家政服务员
高端家庭教师,2-08-99-00,其他教学人员
高端家政保洁师/月入 8000+/在家接单,4-10-01-06,家政服务员
高端月子中心急聘1W起,4-10-01-03,保育师
高端服饰导购，底薪4500起,4-01-02-03,商品营业员
高端白酒销售（水井坊）,2-06-07-02,市场营销专业人员
高端私人管家,4-14-06-02,民宿管家
高端酒店服务员,4-03-01-02,客房服务员
高端酒销售代表G01589,2-06-07-02,市场营销专业人员
高粱熟了（白酒）大区经理,2-06-07-02,市场营销专业人员
高级DFM工程师,2-02-38-09,集成电路工程技术人员S
高级HRBP主管(J12085),2-06-08-02,人力资源服务专业人员
高级Java开发工程师,2-02-10-03,计算机软件工程技术人员S
高级Java开发工程师（北京出差）,2-02-10-03,计算机软件工程技术人员S
高级PMC专员,2-02-30-01,工业工程技术人员
高级Python Web开发工程师,2-02-10-03,计算机软件工程技术人员S
高级ic验证工程师-网络处理器方向,2-02-38-09,集成电路工程技术人员S
高级java开发工程师,2-02-10-03,计算机软件工程技术人员S
高级java架构师,2-02-10-03,计算机软件工程技术人员S
高级maya-max动画师,2-09-06-03,动画设计人员
高级ui设计师,2-09-06-07,数字媒体艺术专业人员S
高级三维渲染师,2-08-02-01,高级中学教师
高级业务经理,1-06-01-02,企业经理
高级临床试验助理（CTA主管）,2-05-07-04,临床检验技师
高级亚马逊运营专员,4-01-06-01,电子商务师S
高级产品开发专员,2-02-34-01,产品设计工程技术人员
高级产品设计师(J11588),4-08-08-12,家具设计师
高级产品设计师(J12131),4-08-08-12,家具设计师
高级人力资源专员,2-06-08-00,人力资源专业人员
高级企业管理咨询顾问,2-06-07-08,管理咨询专业人员
高级健身教练,4-14-05-01,社会体育指导员
高级光学设计工程师,2-02-11-03,光源与照明工程技术人员
高级养殖技工,2-03-08-01,水产养殖技术人员
高级农艺师,5-01-02-01,农艺工
高级分析研究员（多肽）,2-01-06-01,数学研究人员
高级化工销售,2-06-07-02,市场营销专业人员
高级发型师,4-10-03-02,美发师
高级合伙人,2-08-02-01,高级中学教师
高级后端开发工程师,2-02-10-03,计算机软件工程技术人员S
高级售前支持工程师,4-07-02-03,客户服务管理员
高级图像算法工程师,2-02-38-01,人工智能工程技术人员S
高级培训经理,2-06-08-04,职业技术实训指导专业人员
高级培训讲师,2-06-08-04,职业技术实训指导专业人员
高级审计项目经理,2-06-04-00,审计专业人员
高级客户端开发工程师,2-02-10-03,计算机软件工程技术人员S
高级客户经理,4-07-02-03,客户服务管理员
高级客户经理+五险一金,4-07-02-03,客户服务管理员
高级家装顾问,4-08-08-07,室内装饰设计师
高级嵌入式Linux系统工程师,2-02-10-06,嵌入式系统设计工程技术人员S
高级嵌入式开发工程师,2-02-10-06,嵌入式系统设计工程技术人员S
高级嵌入式软件工程师,2-02-10-03,计算机软件工程技术人员S
高级工程师,2-00-00-00,专业技术人员
高级工艺工程师,4-08-08-26,工业设计工艺师S
高级广告商务（大小周）,2-06-07-00,商务专业人员
高级应收主管,2-06-03-00,会计专业人员
高级开发工程师,2-02-10-03,计算机软件工程技术人员S
高级房产经纪人,4-06-02-01,房地产经纪人
高级投资顾问,2-06-11-00,证券期货基金专业人员
高级抖音运营,4-13-01-05,全媒体运营师S
高级招聘,4-07-03-08,招聘师
高级招聘专员,4-07-03-08,招聘师
高级招聘专员（东莞）(J10271),4-07-03-08,招聘师
高级服装导购,4-01-02-03,商品营业员
高级服装设计师,2-09-06-02,服装设计人员
高级机械工程师,2-02-07-00,机械工程技术人员
高级模具工程师,2-02-07-06,模具设计工程技术人员
高级测试工程师,2-02-10-00,信息和通信工程技术人员
高级海外社媒运营（双休）,4-13-01-05,全媒体运营师S
高级焊接工程师,2-02-07-09,焊接工程技术人员
高级珠宝销售顾问,2-06-07-02,市场营销专业人员
高级珠宝顾问,4-08-05-03,贵金属首饰与宝玉石检测员
高级珠宝顾问，主任,4-08-05-03,贵金属首饰与宝玉石检测员
高级电商运营（天猫/拼多多）,4-01-06-01,电子商务师S
高级电子工程师,2-02-09-00,电子工程技术人员
高级电气工程师（新能源）,2-02-11-01,电工电器工程技术人员
高级电气工程师（渔光物联）,,物联网工程技术人员 S
高级知识产权工程师(J10183),2-06-12-00,知识产权专业人员
高级硬件工程师（南通）,2-02-10-02,计算机硬件工程技术人员
高级硬件测试工程师,2-02-10-02,计算机硬件工程技术人员
高级私人健身教练,4-14-05-01,社会体育指导员
高级策划经理,2-06-07-05,会展策划专业人员
高级算法工程师,2-02-38-01,人工智能工程技术人员S
高级管理职位,2-08-02-01,高级中学教师
高级系统集成工程师,2-02-10-06,嵌入式系统设计工程技术人员S
高级经理（深圳）,2-08-02-01,高级中学教师
高级给排水设计工程师,2-02-18-04,供水排水工程技术人员L
高级网络销售经理（三亚嘉宾国际酒店）,2-06-07-02,市场营销专业人员
高级网页前端工程师,2-02-10-03,计算机软件工程技术人员S
高级置业顾问,4-06-02-01,房地产经纪人
高级置业顾问（岛内项目）,4-06-02-01,房地产经纪人
高级美容导师,4-10-03-01,美容师
高级美容师,4-10-03-01,美容师
高级美容美体师,4-10-03-01,美容师
高级美容顾问,4-10-03-01,美容师
高级美容顾问/彩妆师,4-10-03-01,美容师
高级美工,2-09-04-03,美工师
高级美工/电商美工设计/美工视频制作拍摄,2-09-06-07,数字媒体艺术专业人员S
高级美甲美睫师,4-10-03-03,美甲师
高级美睫美甲师,4-10-03-03,美甲师
